id,author_name,created_at,text,hashtags,user_mentions
1440608813686538243,✧₊˚.,2021-09-22 09:28:01,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440608420780855300,MariaRazborska@2mara571,2021-09-22 09:26:27,"@pikus_pol Tam👇jest wszystko opisane, ważne do 30.09. Ergo wbrew przepisom to nie było.
https://t.co/yosxF06QqF",,PikuśPOL 🇵🇱 ‏📿
1440608133022248995,Bilgorajska.pl,2021-09-22 09:25:18,"882 nowe przypadki w kraju, 152 na Lubelszczyźnie  #Lubelszczyzna #sarscov2 #covid19 #koronawirus  https://t.co/hM6zeDH34U",Lubelszczyzna,
1440608133022248995,Bilgorajska.pl,2021-09-22 09:25:18,"882 nowe przypadki w kraju, 152 na Lubelszczyźnie  #Lubelszczyzna #sarscov2 #covid19 #koronawirus  https://t.co/hM6zeDH34U",sarscov2,
1440608133022248995,Bilgorajska.pl,2021-09-22 09:25:18,"882 nowe przypadki w kraju, 152 na Lubelszczyźnie  #Lubelszczyzna #sarscov2 #covid19 #koronawirus  https://t.co/hM6zeDH34U",covid19,
1440608133022248995,Bilgorajska.pl,2021-09-22 09:25:18,"882 nowe przypadki w kraju, 152 na Lubelszczyźnie  #Lubelszczyzna #sarscov2 #covid19 #koronawirus  https://t.co/hM6zeDH34U",koronawirus,
1440608014696738825,tvp.info 🇵🇱,2021-09-22 09:24:50,"„Na początku listopada”
#wieszwięcej #koronawirus
https://t.co/VDnZwtHzv5",wieszwięcej,
1440608014696738825,tvp.info 🇵🇱,2021-09-22 09:24:50,"„Na początku listopada”
#wieszwięcej #koronawirus
https://t.co/VDnZwtHzv5",koronawirus,
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",koronawirus,Adam Gapiński 😷
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",koronawirus,Michał Rogalski💡
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",koronawiruspolska,Adam Gapiński 😷
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",koronawiruspolska,Michał Rogalski💡
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",COVID19,Adam Gapiński 😷
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",COVID19,Michał Rogalski💡
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",TAN,Adam Gapiński 😷
1440607960661512196,Kot B. #śledztwotrwa,2021-09-22 09:24:37,"RT @adas_torun: R(t) = 1,27 (zmiana od wczoraj -0,04)

#koronawirus #koronawiruspolska #COVID19 #TAN

Dane: @micalrg - https://t.co/jZP2Vrv…",TAN,Michał Rogalski💡
1440607867447377921,mihika,2021-09-22 09:24:15,"RT @davoff994_d: Szukam filmiku na którym GUT mówi o tym że koronawirus nie różni się klinicznie od grypy niczym.
Nie mogę tego znaleźć.
Ja…",,Rafał 🇵🇱
1440607639142948865,Agusia,2021-09-22 09:23:21,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440607517218787337,Bartłomiej Bober #BabiesLivesMatter,2021-09-22 09:22:51,"RT @MZ_GOV_PL: Mamy 882 nowe i potwierdzone przypadki zakażenia #koronawirus z województw: lubelskiego (152), mazowieckiego (146), łódzkieg…",koronawirus,Ministerstwo Zdrowia
1440607091073318920,TVP3 Szczecin,2021-09-22 09:21:10,"#Koronawirus w Polsce. W środę, 22 września Ministerstwo Zdrowia poinformowało o 882 nowych przypadkach zakażenia k… https://t.co/h48z5zgNZC",Koronawirus,
1440606975696326666,tvp.info 🇵🇱,2021-09-22 09:20:42,"Aktualna sytuacja epidemiczna w Polsce
#wieszwięcej #koronawirus

Zobacz więcej: https://t.co/vJzpl1kqb8 https://t.co/wYDkhmrKoR",wieszwięcej,
1440606975696326666,tvp.info 🇵🇱,2021-09-22 09:20:42,"Aktualna sytuacja epidemiczna w Polsce
#wieszwięcej #koronawirus

Zobacz więcej: https://t.co/vJzpl1kqb8 https://t.co/wYDkhmrKoR",koronawirus,
1440606719541866502,Grażyna,2021-09-22 09:19:41,"RT @davoff994_d: Szukam filmiku na którym GUT mówi o tym że koronawirus nie różni się klinicznie od grypy niczym.
Nie mogę tego znaleźć.
Ja…",,Rafał 🇵🇱
